Project Name,Address,Floor,Area (sqm),Transacted Price ($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area,Min(Floor),Max(Floor),LowFloorCutoff,TenureStart,PropertyAge,GroundFloor,LowFloor,HighFloor,Penthouse,NewPurchaser,HDBPurchaser,PrivatePurchaser,WestRegion,NorthRegion,NorthEastRegion,East Region,CentralRegion,Order,Order 2,Prior Transacted Price ($),Prior Sale Date,Profit ($),No of years owned,nearest_station_name,mrt_less_than_1,mrt_between_1_and_2,mrt_distance_grp,mrt_dist_meter,nearest_school_name,sch_distance_grp,sch_dist_meter,CPI at Resale Month,Floor_Level,Sale_Year
YEW MEI GREEN,56 Choa Chu Kang North 6  #13-31,13,120,890888,7424,690,10/10/2018,99 Yrs From 01/12/1997,2000,Resale,Private,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,21.8,N,N,Y,N,N,N,Y,Y,N,N,N,N,2,2,598800,6/4/1998,292088,20.5,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,99.947,Top Half,2018
YEW MEI GREEN,56 Choa Chu Kang North 6  #13-32,13,120,505000,4208,391,25/04/2007,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,10.3,N,N,Y,N,N,Y,N,Y,N,N,N,N,2,2,601300,19/05/1998,-96300,8.9,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,78.417,Top Half,2007
YEW MEI GREEN,56 Choa Chu Kang North 6  #13-33,13,124,478000,3855,358,1/12/2005,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,8.9,N,N,Y,N,N,Y,N,Y,N,N,N,N,0,2,535770,13/08/1999,-57770,6.3,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,77.924,Top Half,2005
YEW MEI GREEN,56 Choa Chu Kang North 6  #13-33,13,124,655000,5282,491,11/8/2008,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,11.6,N,N,Y,N,N,Y,N,Y,N,N,N,N,0,3,478000,1/12/2005,177000,2.7,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,85.974,Top Half,2008
YEW MEI GREEN,56 Choa Chu Kang North 6  #13-33,13,124,918000,7403,688,9/5/2018,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,21.3,N,N,Y,N,N,Y,N,Y,N,N,N,N,0,4,655000,11/8/2008,263000,9.7,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,99.949,Top Half,2018
YEW MEI GREEN,56 Choa Chu Kang North 6  #13-34,13,124,915000,7379,686,8/3/2018,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,21.2,N,N,Y,N,N,Y,N,Y,N,N,N,N,2,2,548910,3/7/2000,366090,17.7,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,99.798,Top Half,2018
YEW MEI GREEN,56 Choa Chu Kang North 6  #13-35,13,105,495000,4714,438,24/11/2008,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,11.9,N,N,Y,N,N,Y,N,Y,N,N,N,N,0,2,503000,30/04/1998,-8000,10.6,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,86.679,Top Half,2008
YEW MEI GREEN,56 Choa Chu Kang North 6  #13-35,13,105,830000,7905,734,23/11/2011,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,14.9,N,N,Y,N,N,Y,N,Y,N,N,N,N,0,3,495000,24/11/2008,335000,3,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,94.314,Top Half,2011
YEW MEI GREEN,56 Choa Chu Kang North 6  #13-36,13,120,885000,7375,685,4/5/2018,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,21.3,N,N,Y,N,N,Y,N,Y,N,N,N,N,2,2,563800,25/06/1998,321200,19.9,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,99.949,Top Half,2018
YEW MEI GREEN,56 Choa Chu Kang North 6  #14-25,14,120,930000,7750,720,2/10/2012,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,15.7,N,N,Y,N,N,Y,N,Y,N,N,N,N,2,2,534565,4/9/2000,395435,12.1,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,97.589,Top Half,2012
YEW MEI GREEN,56 Choa Chu Kang North 6  #14-27,14,133,480000,3609,335,16/12/2005,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,8.9,N,N,Y,N,N,Y,N,Y,N,N,N,N,2,2,621400,9/5/1998,-141400,7.6,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,77.924,Top Half,2005
YEW MEI GREEN,56 Choa Chu Kang North 6  #14-29,14,120,800000,6667,619,13/09/2010,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,13.7,N,N,Y,N,N,Y,N,Y,N,N,N,N,2,2,592700,31/03/1998,207300,12.5,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,88.572,Top Half,2010
YEW MEI GREEN,56 Choa Chu Kang North 6  #14-31,14,120,855000,7125,662,15/03/2012,99 Yrs From 01/12/1997,2000,Resale,Private,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,15.2,N,N,Y,N,N,N,Y,Y,N,N,N,N,2,2,602700,31/03/1998,252300,14,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,95.686,Top Half,2012
YEW MEI GREEN,56 Choa Chu Kang North 6  #14-34,14,124,611000,4927,458,18/12/2008,99 Yrs From 01/12/1997,2000,Resale,Private,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,11.9,N,N,Y,N,N,N,Y,Y,N,N,N,N,0,2,552710,17/06/2000,58290,8.5,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,85.931,Top Half,2008
YEW MEI GREEN,56 Choa Chu Kang North 6  #14-34,14,124,1000000,8065,749,20/03/2014,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,17.2,N,N,Y,N,N,Y,N,Y,N,N,N,N,0,3,611000,18/12/2008,389000,5.3,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,100.251,Top Half,2014
YEW MEI GREEN,56 Choa Chu Kang North 6  #14-35,14,105,720000,6857,637,19/10/2010,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,13.8,N,N,Y,N,N,Y,N,Y,N,N,N,N,2,2,506400,1/5/1998,213600,12.5,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,88.97,Top Half,2010
YEW MEI GREEN,56 Choa Chu Kang North 6  #14-36,14,120,620000,5167,480,10/12/2007,99 Yrs From 01/12/1997,2000,Resale,Private,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,10.9,N,N,Y,N,N,N,Y,Y,N,N,N,N,0,2,567700,1/5/1998,52300,9.6,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,81.555,Top Half,2007
YEW MEI GREEN,56 Choa Chu Kang North 6  #14-36,14,120,776000,6467,601,16/08/2010,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,13.6,N,N,Y,N,N,Y,N,Y,N,N,N,N,0,3,620000,10/12/2007,156000,2.7,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,88.524,Top Half,2010
YEW MEI GREEN,56 Choa Chu Kang North 6  #15-26,15,105,788000,7505,697,3/11/2017,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,20.8,N,N,Y,N,N,Y,N,Y,N,N,N,N,2,2,499500,21/05/1998,288500,19.5,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,99.822,Top Half,2017
YEW MEI GREEN,56 Choa Chu Kang North 6  #15-30,15,120,718000,5983,556,29/01/2010,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,13.1,N,N,Y,N,N,Y,N,Y,N,N,N,N,2,2,604200,1/5/1998,113800,11.8,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,86.113,Top Half,2010
YEW MEI GREEN,56 Choa Chu Kang North 6  #15-31,15,120,495000,4125,383,13/04/2007,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,10.3,N,N,Y,N,N,Y,N,Y,N,N,N,N,2,2,609200,15/05/1998,-114200,8.9,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,78.417,Top Half,2007
YEW MEI GREEN,56 Choa Chu Kang North 6  #15-32,15,120,904000,7533,700,25/05/2018,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,21.4,N,N,Y,N,N,Y,N,Y,N,N,N,N,2,2,550530,22/07/1999,353470,18.9,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,99.949,Top Half,2018
YEW MEI GREEN,56 Choa Chu Kang North 6  #15-33,15,124,925000,7460,693,1/4/2019,99 Yrs From 01/12/1997,2000,Resale,Private,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,22.2,N,N,Y,N,N,N,Y,Y,N,N,N,N,2,2,545400,1/7/1999,379600,19.8,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,100.078,Top Half,2019
YEW MEI GREEN,56 Choa Chu Kang North 6  #15-35,15,105,555000,5286,491,13/05/2008,99 Yrs From 01/12/1997,2000,Resale,Private,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,11.3,N,N,Y,N,N,N,Y,Y,N,N,N,N,2,2,512000,15/05/1998,43000,10,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,84.876,Top Half,2008
YEW MEI GREEN,56 Choa Chu Kang North 6  #15-36,15,120,640000,5333,495,15/09/2009,99 Yrs From 01/12/1997,2000,Resale,Private,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,12.7,N,N,Y,N,N,N,Y,Y,N,N,N,N,2,2,574200,9/5/1998,65800,11.4,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,85.436,Top Half,2009
YEW MEI GREEN,56 Choa Chu Kang North 6  #16-27,16,133,950000,7143,664,14/06/2012,99 Yrs From 01/12/1997,2000,Resale,Private,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,15.4,N,N,Y,N,N,N,Y,Y,N,N,N,N,0,2,633900,25/03/1998,316100,14.2,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,96.407,Top Half,2012
YEW MEI GREEN,56 Choa Chu Kang North 6  #16-27,16,133,965000,7256,674,25/07/2017,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,20.5,N,N,Y,N,N,Y,N,Y,N,N,N,N,0,3,950000,14/06/2012,15000,5.1,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,99.223,Top Half,2017
YEW MEI GREEN,56 Choa Chu Kang North 6  #16-28,16,133,602000,4526,421,4/6/2007,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,10.4,N,N,Y,N,N,Y,N,Y,N,N,N,N,2,2,656400,6/4/1998,-54400,9.2,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,78.778,Top Half,2007
YEW MEI GREEN,56 Choa Chu Kang North 6  #16-29,16,120,590000,4917,457,24/02/2009,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,12.1,N,N,Y,N,N,Y,N,Y,N,N,N,N,0,2,603800,16/04/1998,-13800,10.9,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,85.665,Top Half,2009
YEW MEI GREEN,56 Choa Chu Kang North 6  #16-29,16,120,985000,8208,763,3/12/2012,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,15.9,N,N,Y,N,N,Y,N,Y,N,N,N,N,0,3,590000,24/02/2009,395000,3.8,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,98.429,Top Half,2012
YEW MEI GREEN,56 Choa Chu Kang North 6  #16-31,16,120,890000,7417,689,23/09/2011,99 Yrs From 01/12/1997,2000,Resale,Private,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,14.7,N,N,Y,N,N,N,Y,Y,N,N,N,N,2,2,613800,7/8/1998,276200,13.1,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,93.408,Top Half,2011
YEW MEI GREEN,56 Choa Chu Kang North 6  #16-32,16,120,750000,6250,581,14/09/2010,99 Yrs From 01/12/1997,2000,Resale,Private,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,13.7,N,N,Y,N,N,N,Y,Y,N,N,N,N,0,2,616300,16/04/1998,133700,12.4,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,88.572,Top Half,2010
YEW MEI GREEN,56 Choa Chu Kang North 6  #16-32,16,120,890000,7417,689,21/06/2012,99 Yrs From 01/12/1997,2000,Resale,Private,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,15.4,N,N,Y,N,N,N,Y,Y,N,N,N,N,0,3,750000,14/09/2010,140000,1.8,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,96.407,Top Half,2012
YEW MEI GREEN,56 Choa Chu Kang North 6  #16-33,16,124,469000,3782,351,19/05/2006,99 Yrs From 01/12/1997,2000,Resale,Private,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,9.4,N,N,Y,N,N,N,Y,Y,N,N,N,N,2,2,549720,13/08/1999,-80720,6.8,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,77.946,Top Half,2006
YEW MEI GREEN,56 Choa Chu Kang North 6  #16-35,16,105,680000,6476,602,23/07/2010,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,13.5,N,N,Y,N,N,Y,N,Y,N,N,N,N,2,2,515400,2/6/1998,164600,12.1,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,88.117,Top Half,2010
YEW MEI GREEN,56 Choa Chu Kang North 6  #16-36,16,120,910000,7583,705,25/01/2019,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,22,N,N,Y,N,N,Y,N,Y,N,N,N,N,2,2,578800,1/5/1998,331200,20.8,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,99.919,Top Half,2019
YEW MEI GREEN,56 Choa Chu Kang North 6  #17-30,17,148,975000,6588,612,24/11/2010,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,13.9,N,N,Y,N,N,Y,N,Y,N,N,N,N,2,2,723900,14/04/1998,251100,12.6,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,89.265,Top Half,2010
YEW MEI GREEN,56 Choa Chu Kang North 6  #17-31,17,148,1194000,8068,749,10/8/2012,99 Yrs From 01/12/1997,2000,Resale,Private,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,15.6,N,N,Y,N,N,N,Y,Y,N,N,N,N,2,2,728900,1/4/1998,465100,14.4,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,97.231,Top Half,2012
YEW MEI GREEN,56 Choa Chu Kang North 6  #17-32,17,120,630000,5250,488,11/7/2008,99 Yrs From 01/12/1997,2000,Resale,Private,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,11.5,N,N,Y,N,N,N,Y,Y,N,N,N,N,2,2,572884,20/08/1999,57116,8.9,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,85.644,Top Half,2008
YEW MEI GREEN,56 Choa Chu Kang North 6  #17-35,17,105,828000,7886,733,12/10/2011,99 Yrs From 01/12/1997,2000,Resale,Private,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,14.8,N,N,Y,N,N,N,Y,Y,N,N,N,N,2,2,521100,18/06/1998,306900,13.3,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,93.791,Top Half,2011
YEW MEI GREEN,56 Choa Chu Kang North 6  #18-25,18,148,1080000,7297,678,16/10/2012,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,15.8,N,N,Y,N,N,Y,N,Y,N,N,N,N,2,2,625410,13/08/1999,454590,13.2,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,97.589,Top Half,2012
YEW MEI GREEN,56 Choa Chu Kang North 6  #18-27,18,133,485000,3647,339,16/09/2005,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,8.7,N,N,Y,N,N,Y,N,Y,N,N,N,N,0,2,648300,16/04/1998,-163300,7.4,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,77.678,Top Half,2005
YEW MEI GREEN,56 Choa Chu Kang North 6  #18-27,18,133,688000,5173,481,24/07/2008,99 Yrs From 01/12/1997,2000,Resale,Private,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,11.5,N,N,Y,N,N,N,Y,Y,N,N,N,N,0,3,485000,16/09/2005,203000,2.9,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,85.644,Top Half,2008
YEW MEI GREEN,56 Choa Chu Kang North 6  #18-34,18,124,452000,3645,339,17/11/2005,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,8.9,N,N,Y,N,N,Y,N,Y,N,N,N,N,0,2,576365,1/6/2000,-124365,5.5,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,77.899,Top Half,2005
YEW MEI GREEN,56 Choa Chu Kang North 6  #18-34,18,124,670000,5403,502,6/7/2007,99 Yrs From 01/12/1997,2000,Resale,Private,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,10.5,N,N,Y,N,N,N,Y,Y,N,N,N,N,0,3,452000,17/11/2005,218000,1.6,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,80.36,Top Half,2007
YEW MEI GREEN,56 Choa Chu Kang North 6  #18-34,18,124,795000,6411,596,13/08/2010,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,13.6,N,N,Y,N,N,Y,N,Y,N,N,N,N,0,4,670000,6/7/2007,125000,3.1,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,88.524,Top Half,2010
YEW MEI GREEN,56 Choa Chu Kang North 6  #18-36,18,148,586000,3959,368,8/3/2007,99 Yrs From 01/12/1997,2000,Resale,Private,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,10.2,N,N,Y,N,N,N,Y,Y,N,N,N,N,2,2,699900,6/4/1998,-113900,8.9,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,77.819,Top Half,2007
YEW MEI GREEN,56 Choa Chu Kang North 6  #19-25,19,148,1050000,7095,659,30/05/2012,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,15.4,N,N,Y,N,N,Y,N,Y,N,N,N,N,2,2,630720,1/8/1999,419280,12.8,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,96.4,Top Half,2012
YEW MEI GREEN,56 Choa Chu Kang North 6  #19-27,19,133,506000,3805,353,16/01/2007,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,10,N,N,Y,N,N,Y,N,Y,N,N,N,N,0,2,655400,4/4/1998,-149400,8.8,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,77.291,Top Half,2007
YEW MEI GREEN,56 Choa Chu Kang North 6  #19-27,19,133,1040000,7820,726,25/06/2012,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,15.5,N,N,Y,N,N,Y,N,Y,N,N,N,N,0,3,506000,16/01/2007,534000,5.4,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,96.407,Top Half,2012
YEW MEI GREEN,56 Choa Chu Kang North 6  #19-30,19,148,732888,4952,460,6/5/2009,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,12.3,N,N,Y,N,N,Y,N,Y,N,N,N,N,0,2,735800,17/04/1998,-2912,11.1,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,85.082,Top Half,2009
YEW MEI GREEN,56 Choa Chu Kang North 6  #19-30,19,148,1150000,7770,722,2/5/2018,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,21.3,N,N,Y,N,N,Y,N,Y,N,N,N,N,0,3,732888,6/5/2009,417112,9,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,99.949,Top Half,2018
YEW MEI GREEN,56 Choa Chu Kang North 6  #19-32,19,217,1150000,5300,492,14/01/2011,99 Yrs From 01/12/1997,2000,Resale,Private,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,14,N,N,Y,N,N,N,Y,Y,N,N,N,N,2,2,893900,6/4/1998,256100,12.8,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,90.86,Top Half,2011
YEW MEI GREEN,56 Choa Chu Kang North 6  #19-35,19,199,787265,3956,368,12/12/2000,99 Yrs From 01/12/1997,2000,New Sale,HDB,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,3.9,N,N,Y,N,N,Y,N,Y,N,N,N,N,1,2,828700,30/03/1998,-41435,2.7,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,75.513,Top Half,2000
YEW MEI GREEN,56 Choa Chu Kang North 6  #20-25,20,152,885000,5822,541,13/08/2010,99 Yrs From 01/12/1997,2000,Resale,Private,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,13.6,N,N,N,Y,N,N,Y,Y,N,N,N,N,2,2,614100,10/2/2000,270900,10.5,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,88.524,Penthouse,2010
YEW MEI GREEN,56 Choa Chu Kang North 6  #20-27,20,133,480000,3609,335,19/06/2006,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,9.4,N,N,N,Y,N,Y,N,Y,N,N,N,N,0,2,618400,28/03/1998,-138400,8.2,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,77.456,Penthouse,2006
YEW MEI GREEN,56 Choa Chu Kang North 6  #20-27,20,133,1100888,8277,769,30/08/2013,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,16.6,N,N,N,Y,N,Y,N,Y,N,N,N,N,0,3,480000,19/06/2006,620888,7.2,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,99.215,Penthouse,2013
YEW MEI GREEN,56 Choa Chu Kang North 6  #20-30,20,152,1190000,7829,727,17/12/2012,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,15.9,N,N,N,Y,N,Y,N,Y,N,N,N,N,2,2,646300,23/08/1999,543700,13.3,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,98.429,Penthouse,2012
YEW MEI GREEN,56 Choa Chu Kang North 6  #20-33,20,124,720000,5806,539,21/08/2009,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,12.6,N,N,N,Y,N,Y,N,Y,N,N,N,N,0,2,573750,1/8/1999,146250,10.1,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,85.737,Penthouse,2009
YEW MEI GREEN,56 Choa Chu Kang North 6  #20-33,20,124,930000,7500,697,28/04/2011,99 Yrs From 01/12/1997,2000,Resale,Private,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,14.3,N,N,N,Y,N,N,Y,Y,N,N,N,N,0,3,720000,21/08/2009,210000,1.7,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,91.231,Penthouse,2011
YEW MEI GREEN,56 Choa Chu Kang North 6  #20-36,20,152,580000,3816,354,11/2/2006,99 Yrs From 01/12/1997,2000,Resale,Private,23,68,689577,West Region,Choa Chu Kang,1,20,10,12/1/1997,9.1,N,N,N,Y,N,N,Y,Y,N,N,N,N,2,2,672500,21/05/1998,-92500,7.7,Yew Tee,1,0,<1km,390.935375,YEW TEE PRIMARY SCHOOL,<1km,108.3617469,77.899,Penthouse,2006
